Sub3Vox1 ID,VGGFace1 ID,Gender,Nationality,Set
id10832,Miranda_Lambert,f,USA,eval1
id10833,Miranda_Richardson,f,UK,eval1
id10834,Miriam_Margolyes,f,UK,eval1
id10835,Mischa_Barton,f,USA,eval1
id10836,Misha_Collins,m,USA,eval1
id10837,Missi_Pyle,f,USA,eval1
id10838,Mitchel_Musso,m,USA,eval1
id10839,Molly_Ringwald,f,USA,eval1
id10840,Molly_Shannon,f,USA,eval1
id10841,Monica_Raymund,f,USA,eval1
id10842,Moon_Bloodgood,f,USA,eval1
id10843,Moran_Atias,f,Israel,eval1
id10844,Morena_Baccarin,f,Brazil,eval1
id10845,Moritz_Bleibtreu,m,Germany,eval1
id10846,MyAnna_Buring,f,Sweden,eval1
id10847,Mya,f,USA,eval1
id10848,Nadia_Bjorlin,f,USA,eval1
id10849,Nana_Visitor,f,USA,eval1
id10850,Nancy_Cartwright,f,USA,eval1
id10851,Naomie_Harris,f,UK,eval1
id10852,Naseeruddin_Shah,m,India,eval1
id10853,Natalia_Tena,f,UK,eval1
id10854,Natalie_Dormer,f,UK,eval1
id10855,Natalie_Martinez,f,USA,eval1
id10856,Natalie_Portman,f,USA,eval1
id10857,Natalie_Zea,f,USA,eval1
id10858,Natascha_McElhone,f,UK,eval1
id10859,Nate_Parker,m,USA,eval1
id10860,Nathalie_Emmanuel,f,UK,eval1
id10861,Nathan_Fillion,m,Canada,eval1
id10862,Nathaniel_Buzolic,m,Australia,eval1
id10863,Naturi_Naughton,f,USA,eval1
id10864,Nazanin_Boniadi,f,USA,eval1
id10865,NeNe_Leakes,f,USA,eval1
id10866,Neal_McDonough,m,USA,eval1
id10867,Neil_Gaiman,m,UK,eval1
id10868,Neil_deGrasse_Tyson,m,USA,eval1
id10869,Nelly,m,USA,eval1
id10870,Nelly_Furtado,f,Canada,eval1
id10871,Neve_Campbell,f,Canada,eval1
id10872,Niall_Horan,m,Ireland,eval1
id10873,Nichelle_Nichols,f,USA,eval1
id10874,Nick_Kroll,m,USA,eval1
id10875,Nick_Thune,m,USA,eval1
id10876,Nicki_Minaj,f,TrinidadandTobago,eval1
id10877,Nicola_Peltz,f,USA,eval1
id10878,Nicole_Beharie,f,USA,eval1
id10879,Nicole_Richie,f,USA,eval1
id10880,Nicole_Scherzinger,f,USA,eval1
id10881,Nikolaj_Coster-Waldau,m,Denmark,eval1
id10882,Nina_Arianda,f,USA,eval1
id10883,Nina_Hoss,f,Germany,eval1
id10884,Noah_Emmerich,m,USA,eval1
id10885,Noel_Clarke,m,UK,eval1
id10886,Noel_Fielding,m,UK,eval1
id10887,Noomi_Rapace,f,Sweden,eval1
id10888,Norman_Reedus,m,USA,eval1
id10889,Octavia_Spencer,f,USA,eval1
id10890,Odette_Annable,f,USA,eval1
id10891,Odeya_Rush,f,USA,eval1
id10892,Olga_Kurylenko,f,Russia,eval1
id10893,Oliver_Platt,m,Canada,eval1
id10894,Olivia_Colman,f,UK,eval1
id10895,Olivia_Cooke,f,UK,eval1
id10896,Olivia_Holt,f,USA,eval1
id10897,Olivia_Munn,f,USA,eval1
id10898,Olivia_Thirlby,f,USA,eval1
id10899,Olivia_Wilde,f,USA,eval1
id10900,Olivia_Williams,f,UK,eval1
id10901,Om_Puri,m,India,eval1
id10902,Omari_Hardwick,m,USA,eval1
id10903,Oona_Chaplin,f,Spain,eval1
id10904,Oscar_Isaac,m,USA,eval1
id10905,Pablo_Schreiber,m,USA,eval1
id10906,Paddy_Considine,m,UK,eval1
id10907,Padma_Lakshmi,f,USA,eval1
id10908,Paget_Brewster,f,USA,eval1
id10909,Paloma_Faith,f,UK,eval1
id10910,Pamela_Adlon,f,USA,eval1
id10911,Paolo_Sorrentino,m,Italy,eval1
id10912,Parineeti_Chopra,f,India,eval1
id10913,Pat_Monahan,m,USA,eval1
id10914,Patrick_Dempsey,m,USA,eval1
id10915,Patrick_Duffy,m,USA,eval1
id10916,Patrick_Fugit,m,USA,eval1
id10917,Patrick_Swayze,m,USA,eval1
id10918,Patrick_Wilson,m,USA,eval1
id10919,Patton_Oswalt,m,USA,eval1
id10920,Paul_Dano,m,USA,eval1
id10921,Paul_Feig,m,USA,eval1
id10922,Paul_Giamatti,m,USA,eval1
id10923,Paul_Gross,m,Canada,eval1
id10924,Paul_McGann,m,UK,eval1
id10925,Paul_Reubens,m,USA,eval1
id10926,Paul_Scheer,m,USA,eval1
id10927,Paul_Sorvino,m,USA,eval1
id10928,Paul_Wesley,m,USA,eval1
id10929,Penn_Jillette,m,USA,eval1
id10930,Pete_Wentz,m,USA,eval1
id10931,Peter_Berg,m,USA,eval1
id10932,Peter_Capaldi,m,UK,eval1
id10933,Peter_Coyote,m,USA,eval1
id10934,Peter_Facinelli,m,USA,eval1
id10935,Peter_Jackson,m,NewZealand,eval1
id10936,Peter_Jacobson,m,USA,eval1
id10937,Philip_Glenister,m,UK,eval1
id10938,Phyllis_Diller,f,USA,eval1
id10939,Pierfrancesco_Favino,m,Italy,eval1
id10940,Pierre_Niney,m,Norway,eval1
id10941,Pooja_Kumar,f,India,eval1
id10942,Poppy_Montgomery,f,Australia,eval1
id10943,Preity_Zinta,f,India,eval1
id10944,Prince,m,USA,eval1
id10945,Quentin_Tarantino,m,USA,eval1
id10946,RZA,m,USA,eval1
id10947,Rachel_Dratch,f,USA,eval1
id10948,Rachel_McAdams,f,Canada,eval1
id10949,Rade_Serbedzija,m,Croatia,eval1
id10950,Raini_Rodriguez,f,USA,eval1
id10951,Rainn_Wilson,m,USA,eval1
id10952,Ralf_Little,m,UK,eval1
id10953,Ralph_Macchio,m,USA,eval1
id10954,Rami_Malek,m,USA,eval1
id10955,Ranbir_Kapoor,m,India,eval1
id10956,Randeep_Hooda,m,India,eval1
id10957,Randolph_Mantooth,m,USA,eval1
id10958,Raoul_Bova,m,Italy,eval1
id10959,Ray_Winstone,m,UK,eval1
id10960,Reba_McEntire,f,USA,eval1
id10961,Rebecca_Mader,f,UK,eval1
id10962,Rebel_Wilson,f,Australia,eval1
id10963,Reece_Ritchie,m,UK,eval1
id10964,Reggie_Lee,m,Philippines,eval1
id10965,Regina_Hall,f,USA,eval1
id10966,Reid_Scott,m,Canada,eval1
id10967,Rene_Auberjonois,m,Switzerland,eval1
id10968,Retta,f,USA,eval1
id10969,Rhys_Darby,m,NewZealand,eval1
id10970,Rhys_Ifans,m,UK,eval1
id10971,Richard_Ayoade,m,UK,eval1
id10972,Richard_Dean_Anderson,m,USA,eval1
id10973,Richard_E._Grant,m,UK,eval1
id10974,Richard_Hammond,m,UK,eval1
id10975,Richard_Kind,m,USA,eval1
id10976,Richard_Madden,m,UK,eval1
id10977,Ricky_Gervais,m,UK,eval1
id10978,Rico_Rodriguez,m,USA,eval1
id10979,Rik_Mayall,m,UK,eval1
id10980,Riley_Smith,m,USA,eval1
id10981,Rita_Ora,f,UK,eval1
id10982,Riz_Ahmed,m,UK,eval1
id10983,Rob_Brydon,m,UK,eval1
id10984,Rob_Corddry,m,USA,eval1
id10985,Rob_Dyrdek,m,USA,eval1
id10986,Rob_Reiner,m,USA,eval1
id10987,Rob_Riggle,m,USA,eval1
id10988,Robbie_Amell,m,Canada,eval1
id10989,Robbie_Kay,m,UK,eval1
id10990,Robert_Carlyle,m,UK,eval1
id10991,Robert_Davi,m,USA,eval1
id10992,Robert_Pattinson,m,UK,eval1
id10993,Robert_Picardo,m,USA,eval1
id10994,Robert_Sheehan,m,Ireland,eval1
id10995,Robert_Vaughn,m,USA,eval1
id10996,Roger_Ebert,m,USA,eval1
id10997,Roma_Downey,f,UK,eval1
id10998,Romeo_Miller,m,USA,eval1
id10999,Ron_Jeremy,m,USA,eval1
id11000,Ron_Livingston,m,USA,eval1
id11001,Ron_Perlman,m,USA,eval1
id11002,Ronda_Rousey,f,USA,eval1
id11003,Rooney_Mara,f,USA,eval1
id11004,Rory_Kennedy,f,USA,eval1
id11005,Rose_McIver,f,NewZealand,eval1
id11006,Roshon_Fegan,m,USA,eval1
id11007,Rosie_Huntington-Whiteley,f,UK,eval1
id11008,Rowan_Atkinson,m,UK,eval1
id11009,Ruby_Dee,f,USA,eval1
id11010,Rue_McClanahan,f,USA,eval1
id11011,Russell_Peters,m,Canada,eval1
id11012,Russell_Tovey,m,UK,eval1
id11013,Ruta_Lee,f,Canada,eval1
id11014,Rutger_Hauer,m,Netherlands,eval1
id11015,Ruth_Jones,f,UK,eval1
id11016,Ruth_Wilson,f,UK,eval1
id11017,Ryan_Kwanten,m,Australia,eval1
id11018,Ryan_McPartlin,m,USA,eval1
id11019,Ryan_Ochoa,m,USA,eval1
id11020,Ryan_Phillippe,m,USA,eval1
id11021,Ryan_Potter,m,USA,eval1
id11022,S._Epatha_Merkerson,f,USA,eval1
id11023,Sally_Hawkins,f,UK,eval1
id11024,Sam_Heughan,m,UK,eval1
id11025,Sam_Neill,m,NewZealand,eval1
id11026,Sam_Palladio,m,UK,eval1
id11027,Sam_Raimi,m,USA,eval1
id11028,Sam_Riley,m,UK,eval1
id11029,Sam_Trammell,m,USA,eval1
id11030,Sam_Waterston,m,USA,eval1
id11031,Sam_Worthington,m,Australia,eval1
id11032,Samantha_Barks,f,UK,eval1
id11033,Samira_Wiley,f,USA,eval1
id11034,Sammi_Hanratty,f,USA,eval1
id11035,Sammy_Davis_Jr.,m,USA,eval1
id11036,Samuel_L._Jackson,m,USA,eval1
id11037,Sanaa_Lathan,f,USA,eval1
id11038,Sandra_Bernhard,f,USA,eval1
id11039,Sandra_Oh,f,Canada,eval1
id11040,Santiago_Cabrera,m,Chile,eval1
id11041,Sara_Gilbert,f,USA,eval1
id11042,Sara_Ramirez,f,USA,eval1
id11043,Sarah_Bolger,f,Ireland,eval1
id11044,Sarah_Drew,f,USA,eval1
id11045,Sarah_Gadon,f,Canada,eval1
id11046,Sarah_Hyland,f,USA,eval1
id11047,Sarah_Palin,f,USA,eval1
id11048,Sarah_Paulson,f,USA,eval1
id11049,Sarah_Wayne_Callies,f,USA,eval1
id11050,Sasha_Pieterse,f,USA,eval1
id11051,Scott_Bakula,m,USA,eval1
id11052,Scott_Porter,m,USA,eval1
id11053,Scott_Speedman,m,Canada,eval1
id11054,Sean_Bean,m,UK,eval1
id11055,Sean_Connery,m,UK,eval1
id11056,Sean_Kanan,m,USA,eval1
id11057,Sean_Maher,m,USA,eval1
id11058,Sean_Patrick_Flanery,m,USA,eval1
id11059,Sean_Pertwee,m,UK,eval1
id11060,Seann_William_Scott,m,USA,eval1
id11061,Sebastian_De_Souza,m,UK,eval1
id11062,Sela_Ward,f,USA,eval1
id11063,Selma_Blair,f,USA,eval1
id11064,Sendhil_Ramamurthy,m,USA,eval1
id11065,Senta_Berger,f,Austria,eval1
id11066,Serinda_Swan,f,Canada,eval1
id11067,Seth_Green,m,USA,eval1
id11068,Seth_MacFarlane,m,USA,eval1
id11069,Seth_Meyers,m,USA,eval1
id11070,Seth_Rogen,m,Canada,eval1
id11071,Shahid_Kapoor,m,India,eval1
id11072,Shailene_Woodley,f,USA,eval1
id11073,Shane_West,m,USA,eval1
id11074,Shannen_Doherty,f,USA,eval1
id11075,Sharlto_Copley,m,SouthAfrica,eval1
id11076,Sharni_Vinson,f,Australia,eval1
id11077,Sharon_Gless,f,USA,eval1
id11078,Shay_Mitchell,f,Canada,eval1
id11079,Shemar_Moore,m,USA,eval1
id11080,Sheridan_Smith,f,UK,eval1
id11081,Sherri_Saum,f,USA,eval1
id11082,Sherri_Shepherd,f,USA,eval1
id11083,Sheryl_Lee_Ralph,f,USA,eval1
id11084,Shiloh_Fernandez,m,USA,eval1
id11085,Shiri_Appleby,f,USA,eval1
id11086,Shirley_Manson,f,UK,eval1
id11087,Shohreh_Aghdashloo,f,Iran,eval1
id11088,Shonda_Rhimes,f,USA,eval1
id11089,Shraddha_Kapoor,f,India,eval1
id11090,Sidharth_Malhotra,m,India,eval1
id11091,Sidse_Babett_Knudsen,f,Denmark,eval1
id11092,Sienna_Guillory,f,UK,eval1
id11093,Silas_Weir_Mitchell,m,USA,eval1
id11094,Simon_Baker,m,Australia,eval1
id11095,Simon_Callow,m,UK,eval1
id11096,Simon_Pegg,m,UK,eval1
id11097,Skylar_Astin,m,USA,eval1
id11098,Smokey_Robinson,m,USA,eval1
id11099,Sofia_Coppola,f,USA,eval1
id11100,Sonam_Kapoor,f,India,eval1
id11101,Sonja_Sohn,f,USA,eval1
id11102,Sophie_Okonedo,f,UK,eval1
id11103,Spencer_Boldman,m,USA,eval1
id11104,Stacy_Keach,m,USA,eval1
id11105,Stan_Lee,m,USA,eval1
id11106,Stana_Katic,f,USA,eval1
id11107,Stanley_Tucci,m,USA,eval1
id11108,Stefanie_Powers,f,USA,eval1
id11109,Stephen_Baldwin,m,USA,eval1
id11110,Stephen_Colbert,m,USA,eval1
id11111,Stephen_Fry,m,UK,eval1
id11112,Stephen_Lang,m,USA,eval1
id11113,Stephen_Mangan,m,UK,eval1
id11114,Stephen_Merchant,m,UK,eval1
id11115,Sterling_Knight,m,USA,eval1
id11116,Steve_Burton,m,USA,eval1
id11117,Steve_Carell,m,USA,eval1
id11118,Steve_Harvey,m,USA,eval1
id11119,Steve_Jobs,m,USA,eval1
id11120,Steve_Martin,m,USA,eval1
id11121,Steven_Bauer,m,USA,eval1
id11122,Steven_Berkoff,m,UK,eval1
id11123,Steven_Moffat,m,UK,eval1
id11124,Steven_R._McQueen,m,USA,eval1
id11125,Steven_Soderbergh,m,USA,eval1
id11126,Steven_Yeun,m,USA,eval1
id11127,Stevie_Wonder,m,USA,eval1
id11128,Sung_Kang,m,USA,eval1
id11129,Sunny_Leone,f,Canada,eval1
id11130,Suraj_Sharma,m,India,eval1
id11131,Susan_Lucci,f,USA,eval1
id11132,Susanne_Bier,f,Denmark,eval1
id11133,Suzanne_Pleshette,f,USA,eval1
id11134,Sydney_Pollack,m,USA,eval1
id11135,T.J._Miller,m,USA,eval1
id11136,Tabu,f,India,eval1
id11137,Tahj_Mowry,m,USA,eval1
id11138,Tahmoh_Penikett,m,Canada,eval1
id11139,Tamala_Jones,f,USA,eval1
id11140,Tamara_Taylor,f,Canada,eval1
id11141,Tamara_Tunie,f,USA,eval1
id11142,Tamer_Hassan,m,UK,eval1
id11143,Tamera_Mowry-Housley,f,USA,eval1
id11144,Tamsin_Greig,f,UK,eval1
id11145,Tanya_Tate,f,UK,eval1
id11146,Taraji_P._Henson,f,USA,eval1
id11147,Taryn_Manning,f,USA,eval1
id11148,Tatiana_Maslany,f,Canada,eval1
id11149,Tatyana_Ali,f,USA,eval1
id11150,Tavi_Gevinson,f,USA,eval1
id11151,Taylor_Kitsch,m,Canada,eval1
id11152,Taylor_Lautner,m,USA,eval1
id11153,Taylor_Momsen,f,USA,eval1
id11154,Taylor_Swift,f,USA,eval1
id11155,Teala_Dunn,f,USA,eval1
id11156,Ted_Danson,m,USA,eval1
id11157,Terence_Stamp,m,UK,eval1
id11158,Teri_Hatcher,f,USA,eval1
id11159,Terrence_Howard,m,USA,eval1
id11160,Thandie_Newton,f,UK,eval1
id11161,Theo_James,m,UK,eval1
id11162,Theo_Rossi,m,USA,eval1
id11163,Thomas_Dekker,m,USA,eval1
id11164,Thomas_Gibson,m,USA,eval1
id11165,Thomas_Haden_Church,m,USA,eval1
id11166,Thomas_Ian_Nicholas,m,USA,eval1
id11167,Thomas_Jane,m,USA,eval1
id11168,Thomas_Lennon,m,USA,eval1
id11169,Tilda_Swinton,f,UK,eval1
id11170,Tim_Burton,m,USA,eval1
id11171,Tim_Daly,m,USA,eval1
id11172,Tim_Gunn,m,USA,eval1
id11173,Tim_Minchin,m,Australia,eval1
id11174,Timothy_Spall,m,UK,eval1
id11175,Tinsel_Korey,f,Canada,eval1
id11176,Titus_Welliver,m,USA,eval1
id11177,Toby_Jones,m,UK,eval1
id11178,Toby_Stephens,m,UK,eval1
id11179,Todd_Lasance,m,Australia,eval1
id11180,Tom_Arnold,m,USA,eval1
id11181,Tom_Bergeron,m,USA,eval1
id11182,Tom_Ford,m,USA,eval1
id11183,Tom_Hiddleston,m,UK,eval1
id11184,Tom_Hooper,m,UK,eval1
id11185,Tom_Kenny,m,USA,eval1
id11186,Tom_Mison,m,UK,eval1
id11187,Tom_Selleck,m,USA,eval1
id11188,Tony_Curran,m,UK,eval1
id11189,Tracey_Gold,f,USA,eval1
id11190,Tracy_Morgan,m,USA,eval1
id11191,Tristan_Wilds,m,USA,eval1
id11192,Troye_Sivan,m,Australia,eval1
id11193,Tupac_Shakur,m,USA,eval1
id11194,Ty_Pennington,m,USA,eval1
id11195,Tye_Sheridan,m,USA,eval1
id11196,Tyler_Blackburn,m,USA,eval1
id11197,Tyler_Hoechlin,m,USA,eval1
id11198,Tyler_James_Williams,m,USA,eval1
id11199,Usher_Raymond,m,USA,eval1
id11200,Uzo_Aduba,f,USA,eval1
id11201,Vanessa_Hudgens,f,USA,eval1
id11202,Vanessa_Lachey,f,USA,eval1
id11203,Vanessa_Marcil,f,USA,eval1
id11204,Vanilla_Ice,m,USA,eval1
id11205,Veronica_Ferres,f,Germany,eval1
id11206,Vicky_McClure,f,UK,eval1
id11207,Victoria_Justice,f,USA,eval1
id11208,Victoria_Rowell,f,USA,eval1
id11209,Vidya_Balan,f,India,eval1
id11210,Viggo_Mortensen,m,USA,eval1
id11211,Vince_Gilligan,m,USA,eval1
id11212,Vincent_Cassel,m,Norway,eval1
id11213,Vincent_Martella,m,USA,eval1
id11214,Vincent_Pastore,m,USA,eval1
id11215,Violante_Placido,f,Italy,eval1
id11216,Virginia_Madsen,f,USA,eval1
id11217,Walter_Matthau,m,USA,eval1
id11218,Walton_Goggins,m,USA,eval1
id11219,Wanda_Sykes,f,USA,eval1
id11220,Wendell_Pierce,m,USA,eval1
id11221,Wendi_McLendon-Covey,f,USA,eval1
id11222,Wendy_Williams,f,USA,eval1
id11223,Wentworth_Miller,m,USA,eval1
id11224,Wes_Bentley,m,USA,eval1
id11225,Wesley_Snipes,m,USA,eval1
id11226,Whitney_Cummings,f,USA,eval1
id11227,Will_Arnett,m,Canada,eval1
id11228,Will_Forte,m,USA,eval1
id11229,Will_Mellor,m,UK,eval1
id11230,Will_Poulter,m,UK,eval1
id11231,Will_Yun_Lee,m,USA,eval1
id11232,Willem_Dafoe,m,USA,eval1
id11233,William_Baldwin,m,USA,eval1
id11234,William_Fichtner,m,USA,eval1
id11235,William_Levy,m,USA,eval1
id11236,Wilson_Cruz,m,USA,eval1
id11237,Wim_Wenders,m,Germany,eval1
id11238,Witney_Carson,f,USA,eval1
id11239,Woody_Harrelson,m,USA,eval1
id11240,Xavier_Samuel,m,Australia,eval1
id11241,Yeardley_Smith,f,USA,eval1
id11242,Yvette_Nicole_Brown,f,USA,eval1
id11243,Zac_Efron,m,USA,eval1
id11244,Zach_Braff,m,USA,eval1
id11245,Zach_Galifianakis,m,USA,eval1
id11246,Zachary_Gordon,m,USA,eval1
id11247,Zachary_Levi,m,USA,eval1
id11248,Zachary_Quinto,m,USA,eval1
id11249,Zack_Snyder,m,USA,eval1
id11250,Zoe_Saldana,f,USA,eval1
id11251,Zulay_Henao,f,USA,eval1
